Naslov,Spletna povezava,Dolžina,Datum,EksplicitnostOpis
414: Shane Mauss,https://audioboom.com/posts/7749811,10690,"Sat, 12 Dec 2020 18:11:14 +0000",no,"<![CDATA[<div> <strong>Shane Mauss</strong>, one of our most requested guests of all-time, re-joins the DTFH!<br> <br> Listen to Shane's amazing podcast, <a href=""https://www.herewearepodcast.com/""><strong>Here We Are</strong></a>, and check out his documentary, <a href=""https://www.psychonauticsfilm.com/""><strong>Psychonautics, A Comic’s Exploration of Psychedelics</strong></a>. And you can find out even more about him on his site, <a href=""https://www.shanemauss.com/""><strong><a href=""http://ShaneMauss.com"">ShaneMauss.com</a></strong></a>.<br> <br> Original music by Aaron Michael Goldberg.<br> <br> This episode is brought to you by:<br> <br>  </div> <ul> <li> <a href=""https://www.squarespace.com/duncan""><strong>Squarespace</strong></a> - Use offer code: DUNCAN to save 10% on your first site.</li> <li> <a href=""https://www.shudder.com/""><strong>Shudder</strong></a> - Use promo code DUNCAN for a FREE 30 Day Trial.</li> <li> <a href=""https://www.bluechew.com/""><strong>BLUECHEW</strong></a> - Use offer code: DUNCAN at checkout and get your first shipment FREE with just $5 shipping.</li> <li> <a href=""https://www.expressvpn.com/duncan""><strong>ExpressVPN</strong></a> - Visit <a href=""https://www.expressvpn.com/duncan"">expressVPN.com/duncan</a> and get an extra 3 months FREE when you buy a 1 year package.</li> </ul> ]]>"
413: Ethan Sisser,https://audioboom.com/posts/7749478,4102,"Fri, 11 Dec 2020 23:50:47 +0000",no,"<![CDATA[<div> <strong>Ethan Sisser</strong>, psychedelic student afflicted with a stage-4 brain tumor, joins the DTFH!<br> <br> You can follow Ethan's journey to recovery on his website, <a href=""https://www.ethansangels.org/"">EthansAngels.org</a>, or follow him on <a href=""https://www.facebook.com/ethansisser"">Facebook</a> and <a href=""https://www.youtube.com/channel/UCnw1nLPFiSTw-PHKqTag8IQ"">YouTube</a>.<br> <br> Original music by Aaron Michael Goldberg.<br> <br> This episode is brought to you by:<br> <br>  </div> <ul> <li> <a href=""https://joinfightcamp.com/duncan""><strong>FightCamp</strong></a> - Visit <a href=""https://joinfightcamp.com/duncan""><strong><a href=""http://joinfightcamp.com/duncan"">joinfightcamp.com/duncan</a></strong></a> to try Fight Camp FREE for 30 days!</li> <li> <a href=""https://www.expressvpn.com/duncan""><strong>ExpressVPN</strong></a> - Visit <a href=""https://www.expressvpn.com/duncan""><strong><a href=""http://expressVPN.com/duncan"">expressVPN.com/duncan</a></strong></a> and get an extra 3 months FREE when you buy a 1 year package.</li> </ul> ]]>"
412: Douglas Rushkoff,https://audioboom.com/posts/7744367,4726,"Sat, 05 Dec 2020 08:10:30 +0000",no,"<![CDATA[<div> <strong>Douglas Rushkoff</strong>, one of MIT's top 10 most influential intellectuals in the world, joins the DTFH!<br> <br> You can learn more about Douglas and find his books on <a href=""https://rushkoff.com/"">his site</a>.<br> <br> Original music by Aaron Michael Goldberg.<br> <br> This episode is brought to you by:</div> <div><br> </div> <ul> <li> <a href=""https://purple.com/duncan""><strong>Purple</strong></a> - Visit <a href=""https://purple.com/duncan"">Purple.com/Duncan10</a> and use promo code DUNCAN10 for $200 Off any mattress order of $1500 or more!</li> <li> <a href=""https://joinfightcamp.com/duncan""><strong>FightCamp</strong></a> - Visit <a href=""https://joinfightcamp.com/duncan""><strong><a href=""http://joinfightcamp.com/duncan"">joinfightcamp.com/duncan</a></strong></a> to try Fight Camp FREE for 30 days!</li> <li> <a href=""https://www.expressvpn.com/duncan""><strong>ExpressVPN</strong></a> - Visit <a href=""https://www.expressvpn.com/duncan"">expressVPN.com/duncan</a> and get an extra 3 months FREE when you buy a 1 year package.</li> </ul> ]]>"
411: Conner Habib,https://audioboom.com/posts/7739449,5870,"Fri, 27 Nov 2020 20:09:58 +0000",no,"<![CDATA[<div> <strong>Conner Habib</strong>, philosopher/porn star/podcasting mystic, rejoins the DTFH for a truly psychedelic one!<br> <br> Check out Conner's podcast, <a href=""https://connerhabib.com/against-everyone/"">Against Everyone</a>, and visit his <a href=""https://www.patreon.com/ConnerHabib"">patreon community</a>.<br> <br> Original music by Aaron Michael Goldberg.<br> <br> This episode is brought to you by:<br> <br>  </div> <ul> <li> <a href=""https://amazon.com/trussell""><strong>Amazon Music</strong></a> - Visit <a href=""https://amazon.com/trussell""><strong><a href=""http://Amazon.com/Trussell"">Amazon.com/Trussell</a></strong></a> and get your first 3 months of Amazon Music FREE!</li> <li> <a href=""https://dhmdetox.com/""><strong>DHM Detox</strong></a> - Use offer code: DUNCAN at checkout and save 20% on your first order!</li> </ul> ]]>"
410: Mitch Horowitz,https://audioboom.com/posts/7735219,4441,"Sat, 21 Nov 2020 15:37:07 +0000",no,"<![CDATA[<div> <strong>Mitch Horowitz</strong>, teacher of powerful philosophy one of our most-requested guests, returns to the DTFH!<br> <br> You can learn more about Mitch and find all of his books at <a href=""https://mitchhorowitz.com/"">MitchHorowitz.com</a>.<br> <br> Original music by Aaron Michael Goldberg.<br> <br> This episode is brought to you by:<br> <br>  </div> <ul> <li> <a href=""https://www.squarespace.com/duncan""><strong>Squarespace</strong></a> - Use offer code: DUNCAN to save 10% on your first site.</li> <li> <a href=""https://feals.com/""><strong>Feals</strong></a> - Visit <a href=""https://feals.com/"">feals.com/duncan</a> and get 50% off and FREE shipping on your first order.</li> <li> <a href=""https://hellofresh.com/duncan90""><strong>Hello Fresh</strong></a> - Visit <a href=""https://hellofresh.com/duncan90"">hellofresh.com/duncan90</a> and use code DUNCAN90 at checkout for $90 off, including free shipping!</li> </ul> ]]>"
409: Emil Amos,https://audioboom.com/posts/7730004,6672,"Sat, 14 Nov 2020 06:19:45 +0000",no,"<![CDATA[<div> <strong>Emil Amos</strong>, great musician and eternal outsider, re-joins the DTFH to talk the occult, cults, satan, black magic, and more!<br> <br> Check out Emil's band, <a href=""https://www.holysons.com/""><strong>Holy Sons</strong></a>, and their new album <a href=""https://www.holysons.com/records""><strong>Raw And Disfigured</strong></a>.<br> <br> Original music by Aaron Michael Goldberg.<br> <br> This episode is brought to you by:<br> <br>  </div> <ul> <li> <a href=""https://betterhelp.com/duncan""><strong>BetterHelp</strong></a> - Visit <a href=""https://betterhelp.com/duncan"">betterhealth.com/duncan</a> to find a great counselor and get 10% off of your first month of counseling!</li> <li> <a href=""https://www.bluechew.com/""><strong>BLUECHEW</strong></a> - Use offer code: DUNCAN at checkout and get your first shipment FREE with just $5 shipping.</li> <li> <a href=""https://mudwtr.com/dtfh""><strong>Mud Wtr</strong></a> - Visit <a href=""https://mudwtr.com/dtfh"">mudwtr.com/dtfh</a> and use promo code DTFH at checkout for 15% off your first order!</li> </ul> ]]>"
408: Ramin Nazer,https://audioboom.com/posts/7724722,7456,"Sat, 07 Nov 2020 15:03:05 +0000",no,"<![CDATA[<div> <strong>Ramin Nazer</strong>, visionary artist and creator of <a href=""http://rainbowbrainskull.com/"">Rainbow Brainskull (Hour)</a>, re-joins the DTFH!<br> <br> Ramin has a new book out! Read <a href=""https://www.rainbowbrainskull.com/products/everything-i-ever-wanted"">Everything I Ever Wanted</a>. Also check out Ramin's podcast, <a href=""http://rainbowbrainskull.com/"">Rainbow Brainksull</a>, and follow him on Instagram <a href=""http://instagram.com/raminnazer"">@raminnazer</a>.<br> <br> This week's artwork is copyright Ramin Nazer.<br> <br> Original music by Aaron Michael Goldberg.<br> <br> This episode is brought to you by:<br> <br>  </div> <ul> <li> <a href=""https://www.squarespace.com/duncan""><strong>Squarespace</strong></a> - Use offer code: DUNCAN to save 10% on your first site.</li> <li> <a href=""https://truniagen.com/duncan""><strong>TRU Niagen</strong></a> - Visit <a href=""https://truniagen.com/duncan"">truniagen.com/duncan</a> and use promo code DUNCAN at checkout for $20 off your first order!</li> <li> <a href=""https://www.shudder.com/""><strong>Shudder</strong></a> - Use promo code DUNCAN for a FREE 30 Day Trial.</li> </ul> ]]>"
407: Robert Ryan,https://audioboom.com/posts/7719314,4746,"Sat, 31 Oct 2020 21:46:49 +0000",no,"<![CDATA[<div> <strong>Robert Ryan</strong>, incredible tattoo artist and the only person Duncan would trust to plunge a needle into his arm, joins the DTFH!<br> <br> You can read the Vice piece on Robert <a href=""https://www.vice.com/en/article/paww3z/viceland-robert-ryan-tattoo-artist-spirituality"">here</a>. You can also check out some of Robert's work on <a href=""https://www.tattoodo.com/artists/RobertRyan323"">Tattoodo</a> and <a href=""https://rakinglightprojects.com/collections/robert-ryan"">Raking Light Projects</a>, or follow Robert's shop, Electric Tattoo in Asbury Park, NJ on <a href=""https://www.instagram.com/electrictattoonj/?hl=en"">Instagram</a>.<br> <br> Original music by Aaron Michael Goldberg.<br> <br> This episode is brought to you by:<br> <br>  </div> <ul> <li> <a href=""https://www.amazon.com/trussell""><strong>Amazon Music Unlimited</strong></a> - Visit <a href=""https://www.amazon.com/trussell"">amazonmusic.com/trussell</a> to try Amazon Music Unlimited FREE for 3 months!</li> <li> <a href=""https://www.bluechew.com/""><strong>BLUECHEW</strong></a> - Use offer code: DUNCAN at checkout and get your first shipment FREE with just $5 shipping.</li> <li> <a href=""https://betterhelp.com/duncan""><strong>BetterHelp</strong></a> - Visit <a href=""https://betterhelp.com/duncan"">betterhealth.com/duncan</a> to find a great counselor and get 10% off of your first month of counseling!</li> </ul> ]]>"
406: Johnny Pemberton,https://audioboom.com/posts/7713580,8997,"Sat, 24 Oct 2020 14:21:27 +0000",no,"<![CDATA[<div> <strong>Johnny Pemberton</strong>, world-renowned multi-hyphenate explorer, egyptologist, author, and brilliant comedian rejoins the DTFH!<br> <br> Check out Johnny's new <a href=""https://www.twitch.tv/justmynipples"">Twitch stream</a>! You can also follow Johnny on <a href=""https://twitter.com/johnnypemberton"">Twitter</a> and <a href=""https://www.instagram.com/johnny_pemberton/"">Instagram</a>.<br> <br> Original music by Aaron Michael Goldberg.<br> <br> This episode is brought to you by:<br> <br>  </div> <ul> <li> <a href=""https://dhmdetox.com/""><strong>DHM Detox</strong></a> - Use offer code: DUNCAN at checkout and save 20% on your first order!</li> <li> <a href=""https://feals.com/""><strong>Feals</strong></a> - Visit <a href=""https://feals.com/"">feals.com/duncan</a> and get 50% off and FREE shipping on your first order.</li> <li> <a href=""https://www.squarespace.com/duncan""><strong>Squarespace</strong></a> - Use offer code: DUNCAN to save 10% on your first site.</li> </ul> ]]>"
405: Sharon Salzberg,https://audioboom.com/posts/7708009,4815,"Sat, 17 Oct 2020 18:05:26 +0000",no,"<![CDATA[<div> <strong>Sharon Salzberg</strong>, dharma teacher and a great spiritual leader of our time, re-joins the DTFH!<br> <br> Register for Sharon's next talk, <a href=""https://www.dharma.org/jgss02/""><strong>Mindfulness: Gateway to Insight</strong></a> with Joseph Goldstein and Andrea Castillo. October 27-30!<br> <br> And read Sharon's new book, <a href=""https://www.amazon.com/Real-Change-Mindfulness-Ourselves-World/dp/1250310571""><strong>Mindfulness to Heal Ourselves and the World</strong></a>! Or learn more about Sharon on her website.<br> <br> Original music by Aaron Michael Goldberg.<br> <br> This episode is brought to you by:<br> <br>  </div> <ul> <li> <a href=""https://www.bluechew.com/""><strong>BLUECHEW</strong></a> - Use offer code: DUNCAN at checkout and get your first shipment FREE with just $5 shipping.</li> <li> <a href=""https://joinfightcamp.com/duncan""><strong>FightCamp</strong></a> - Visit <a href=""https://joinfightcamp.com/duncan""><strong><a href=""http://joinfightcamp.com/duncan"">joinfightcamp.com/duncan</a></strong></a> to try Fight Camp FREE for 30 days!</li> <li> <a href=""https://www.expressvpn.com/duncan""><strong>ExpressVPN</strong></a> - Visit <a href=""https://www.expressvpn.com/duncan"">expressVPN.com/duncan</a> and get an extra 3 months FREE when you buy a 1 year package.</li> </ul> ]]>"
404: Tom Papa,https://audioboom.com/posts/7702803,5538,"Sat, 10 Oct 2020 18:23:02 +0000",no,"<![CDATA[<div> <strong>Tom Papa</strong>, comedic genius, joins the DTFH!<br> <br> You can listen to Tom's podcast, <a href=""https://art19.com/shows/breaking-bread-with-tom-papa""><strong>Breaking Bread</strong></a>, check out Tom's Netflix Special, <a href=""https://www.netflix.com/title/81103777""><strong>You're Doing Great</strong></a>, or listen to him alongside Fortune Feimster on <a href=""https://www.siriusxm.com/netflixisajokeradio""><strong>Netflix is a Joke Radio</strong></a> on SiriusXM!<br> <br> Original music by Aaron Michael Goldberg.<br> <br> This episode is brought to you by:<br> <br> <a href=""https://www.squarespace.com/duncan""><strong>Squarespace</strong></a> - Use offer code: DUNCAN to save 10% on your first site.<br> <a href=""https://www.shudder.com/""><strong>Shudder</strong></a> - Use promo code DUNCAN for a FREE 30 Day Trial.<br> <a href=""https://truniagen.com/duncan""><strong>Tru Niagen</strong></a> - Visit <a href=""https://truniagen.com/duncan"">truniagen.com/duncan</a> and use promo code DUNCAN at checkout for $20 off your first order!</div> ]]>"
403: Peter Kalmus,https://audioboom.com/posts/7697025,5658,"Sat, 03 Oct 2020 05:57:45 +0000",no,"<![CDATA[<div> <strong>Peter Kalmus</strong>, environmental scientist, author, and activist joins the DTFH!<br> <br> Download Peter's book, <a href=""https://peterkalmus.net/books/"">Being the Change</a>, and learn more about him on his <a href=""https://peterkalmus.net/"">website</a>.<br> <br> David Nichtern, Duncan's meditation teacher, is leading a new 100-hour meditation teacher training! Learn more at <a href=""https://tibethouse.us/event/info-session-100-hour-online-mindfulness-meditation-teacher-training-with-david-nichtern-6-730pm-est/"">Tibet House US</a>.<br> <br> Original music by Aaron Michael Goldberg.<br> <br> This episode is brought to you by:<br> <br>  </div> <ul> <li> <a href=""https://thuma.co/duncan""><strong>Thuma</strong></a> - Get FREE shipping on your order! Just visit <a href=""https://thuma.co/duncan"">thuma.co/duncan</a>.</li> <li> <a href=""https://betterhelp.com/duncan""><strong>BetterHelp</strong></a> - Visit <a href=""https://betterhelp.com/duncan"">betterhealth.com/duncan</a> to find a great counselor and get 10% off of your first month of counseling!</li> <li> <a href=""https://dhmdetox.com/""><strong>DHM Detox</strong></a> - Use offer code: DUNCAN at checkout and save 20% on your first order!</li> </ul> ]]>"
401: Logan Mirto AKA Cobra Commander,https://audioboom.com/posts/7691521,4621,"Fri, 25 Sep 2020 15:59:24 +0000",no,"<![CDATA[<div> <strong>Logan Mirto</strong>, one of the creators of Black Rock City (an undervalued aspect of Burning Man), joins the DTFH!<br> <br> You can hear more from Logan on <a href=""https://burningman.org/live/"">The Burning Man Podcast</a>, and follow him on <a href=""https://twitter.com/loganmirto"">Twitter</a> and <a href=""https://www.instagram.com/loganmirto/"">Instagram</a>.<br> <br> Original music by Aaron Michael Goldberg.<br> <br> This episode is brought to you by:<br> <br>  </div> <ul> <li> <a href=""https://www.squarespace.com/duncan""><strong>Squarespace</strong></a> - Use offer code: DUNCAN to save 10% on your first site.</li> <li> <a href=""https://www.shudder.com/""><strong>Shudder</strong></a> - Use promo code DUNCAN for a FREE 30 Day Trial.</li> <li> <a href=""https://feals.com/""><strong>Feals</strong></a> - Visit <a href=""https://feals.com/"">feals.com/duncan</a> and get 50% off and FREE shipping on your first order.</li> </ul> ]]>"
